,0
0,1281608.7535714773
1,1282117.9296958516
2,1285653.8267846438
3,1288644.9091739194
4,1282061.240903437
5,1288981.5231430044
6,1293167.0293735836
7,1299485.9300545563
8,1304624.6896274132
9,1307342.3801265205
10,1298850.48189138
11,1298099.0502412852
12,1297434.144016262
13,1310754.5490426964
14,1313428.2449521972
15,1315873.5419091177
16,1307882.655328925
17,1296456.4725938637
18,1302626.1937261801
19,1293651.398176711
20,1292357.7476710859
21,1292357.7476710859
22,1292357.7476710859
23,1292357.7476710859
24,1292357.7476710859
25,1292357.7476710859
26,1292357.7476710859
27,1292357.7476710859
28,1292357.7476710859
29,1292357.7476710859
30,1292357.7476710859
31,1292357.7476710859
32,1292357.7476710859
33,1292357.7476710859
34,1292357.7476710859
35,1291653.2093509133
36,1292711.7568564513
37,1296088.4815118595
38,1295404.4830398352
39,1294720.3875946421
40,1288490.7949206578
41,1287535.7425609252
42,1287535.7425609252
43,1287817.3921723836
44,1288606.863950597
45,1287618.5169969294
46,1287771.8962851767
47,1291306.291403823
48,1290480.0078832
49,1290480.0078832
50,1290480.0078832
51,1290480.0078832
52,1291840.460786066
53,1291667.3538373928
54,1292745.016375926
55,1295259.9316354073
56,1290089.996458427
57,1288831.1325249868
58,1285768.3996928274
59,1287973.2384819207
60,1287005.9831274257
61,1287005.9831274257
62,1287005.9831274257
