,0
0,1005139.9449048821
1,1000229.9972197792
2,1006455.1020826682
3,1011735.6544828118
4,1008106.7495902951
5,1011472.2417006375
6,1002718.7166516843
7,1001719.2865966773
8,998117.1083964272
9,1001904.07172124
10,997109.7387519587
11,1001156.8230470287
12,1004975.948778194
13,1005986.3697491912
14,1014104.711535718
15,1022418.3668940042
16,1016805.5121599592
17,1015295.5870435103
18,1018360.3514564584
19,1014511.0580351487
20,1011012.4367886813
21,1005551.4008379834
22,1000361.2653479631
23,1002456.5850093333
24,996354.7879474042
25,1015896.6608946936
26,1016795.0763716291
27,1019384.3380605759
28,1019282.2257939556
29,1030031.3388080217
30,1020940.9982295516
31,1020969.261773464
32,1031315.6254622177
33,1036669.3606439545
34,1030722.9018045812
35,1034453.7148941335
36,1034182.6249630982
37,1034254.8928265852
38,1039686.5643106733
39,1040140.8968577593
40,1042802.9090706037
41,1033408.9750475669
42,1026358.762507205
43,1026236.3796003083
44,1034384.9153011392
45,1037736.6801931527
46,1055985.548275772
47,1060520.0749250911
48,1069038.5332104515
49,1068747.1782933476
50,1076263.8972772523
51,1074502.150932798
52,1074873.0016408463
53,1070602.0834340416
54,1075962.494866206
55,1079674.8072936044
56,1077558.6794837494
57,1072213.6180556496
58,1071182.0732942245
59,1072505.1560507715
60,1067884.88535377
61,1069359.0284395788
62,1066587.5355241552
