,0
0,541.2967781145126
1,4041.321265501203
2,1390.3626966385636
3,3646.21326356614
4,-770.0506115127355
5,-2854.8861508013215
6,7463.637692530407
7,2355.9233125438914
8,5495.398470771965
9,18480.198284489335
10,-10359.971706504002
11,6281.465347121237
12,-302.95306223793887
13,6555.12230927241
14,-9159.479813472368
15,-1383.5266457621474
16,24392.18926743674
17,5472.789563060505
18,2782.218885930488
19,13182.940003275173
20,6470.719910079613
21,-1010.4034045648295
22,-15148.987564092735
23,-3866.6765044624917
24,-3892.193493220955
25,16575.590282794088
26,5094.689322408522
27,-7570.8228430240415
28,17040.0411093249
29,273.45194695005193
30,6985.765865382273
31,-2057.0185429335106
32,9212.532110600267
33,5084.853453825926
34,-867.1864789458923
35,1140.4769974423107
36,-7548.931501922663
37,11527.984953308012
38,-4462.474930915749
39,-2281.2280833055265
40,-3644.1744803998154
41,-14114.254900474567
42,1130.6374971335754
43,33516.275399516104
44,4971.027203254867
45,5467.169005394448
46,8710.953151397174
47,13811.104005799163
48,5376.229014370358
49,-7852.770203482127
50,2617.719432828715
51,24775.63653939939
52,-23570.413209190127
53,-10583.771996154683
54,5642.13146434119
55,2747.321571884211
56,3325.5032998274546
57,4252.587819213746
58,13960.624867859297
59,8002.632434425643
60,-1493.9055755129084
61,0.0
