,0
0,-1845.8875105599873
1,2274.624678473454
2,11565.107620929135
3,-1302.421987997368
4,0.0
5,0.0
6,0.0
7,133.18748788535595
8,400.307396331802
9,-129.76088074967265
10,6893.3796846952755
11,1328.7051085953135
12,-1043.6377384017687
13,0.0
14,0.0
15,0.0
16,0.0
17,-1672.738608821528
18,-133.6713493252173
19,-4385.960865724133
20,3547.805929096183
21,94.24070524889976
22,-432.40187544422224
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
