,0
0,6512.391832060413
1,-14779.065184089588
2,507.41052875167225
3,-2874.2568945128005
4,8785.265703128884
5,10326.496795323095
6,-321.6725869977381
7,-2603.8810490327887
8,4767.501635854831
9,7026.134884986794
10,-2657.362837480381
11,-11888.217104515294
12,3317.9653879557736
13,2831.5270993614104
14,-325.34477130905725
15,5972.788510215003
16,-10218.992201451445
17,-4914.67245349288
18,10126.696654081112
19,-2635.468560557114
20,-2106.518980626017
21,1558.501587416511
22,2671.113527737092
23,1995.8205520370975
24,8992.894145393744
25,-21302.830891852733
26,2304.714513418032
27,-10498.859725915594
28,4403.450108475867
29,-11794.703260344104
30,-8097.9997328288155
31,-4973.7090366667835
32,-743.7561666631373
33,-3991.5980954550905
34,8343.879250993603
35,1070.099885704578
36,850.5884483312257
37,2619.3473119664704
38,-5789.662849835702
39,-2483.6785624363692
40,1598.5493309142767
41,-1114.5166217057267
42,3867.0150083915796
43,276.0154201457044
44,1350.106294015306
45,3123.508788393927
46,3501.8697548737982
47,2505.937272684998
48,1084.5841263073962
49,-3213.6877641212195
50,1233.3411672614748
51,681.9261669429252
52,6847.3270821729675
53,-3330.5307346389163
54,-6037.95612056856
55,5070.782632129034
56,-25908.14200065343
57,-19361.696051932522
58,16346.938409439404
59,14576.741597743588
60,6978.879249141319
61,1548.4530879353406
