,0
0,8123.732523911633
1,-10653.040582680609
2,2250.9327202031855
3,-592.1843821292277
4,8562.342201793334
5,8767.368211468682
6,494.1901944275014
7,817.8105073750485
8,6203.204507827759
9,7788.047750702128
10,2982.964344100794
11,-14117.344774856465
12,792.6669754791074
13,-1757.8574091338087
14,545.0959337614477
15,3650.6454283143394
16,-7730.311661147978
17,-849.3854674533941
18,6695.220983428881
19,-6295.2929028319195
20,-5382.287123260554
21,3079.288237838773
22,3458.558654480148
23,-12.820385437225923
24,13362.48943275446
25,-10963.341168594081
26,2874.3692602538504
27,-9535.269898757804
28,8808.70908439625
29,-10239.503251800314
30,-442.9873954774812
31,-7443.090817337157
32,1732.9334519195836
33,-1470.876932144165
34,12480.510256500449
35,6050.851059112465
36,-2462.4841073609423
37,2835.3392895506695
38,-5316.441453552106
39,2647.4667980193626
40,3892.441745681921
41,1810.749675674364
42,10518.262505264254
43,1482.7933059690986
44,6765.317431564443
45,223.1049826813396
46,-7947.380552597111
47,-6383.553544845665
48,-650.9292140961625
49,-3942.2600527950563
50,6683.328767623752
51,-5741.781369934091
52,9171.220696716337
53,-671.5226745607797
54,-3835.932875060942
55,13998.221272049006
56,-30968.080011749174
57,-10713.566909027053
58,19944.07222854579
59,17553.447533875005
60,14048.989318008302
61,396.4103367612697
