,0
0,1507010.890470156
1,1506148.8270569842
2,1505991.663359485
3,1505991.663359485
4,1505991.663359485
5,1505991.663359485
6,1505991.663359485
7,1505991.663359485
8,1505991.663359485
9,1505991.663359485
10,1505991.663359485
11,1505991.663359485
12,1505991.663359485
13,1505991.663359485
14,1505991.663359485
15,1505991.663359485
16,1505991.663359485
17,1505991.663359485
18,1505991.663359485
19,1505991.663359485
20,1505991.663359485
21,1505991.663359485
22,1505991.663359485
23,1505991.663359485
24,1505991.663359485
25,1505991.663359485
26,1505991.663359485
27,1505991.663359485
28,1505991.663359485
29,1505991.663359485
30,1505991.663359485
31,1505991.663359485
32,1505991.663359485
33,1505991.663359485
34,1505991.663359485
35,1505991.663359485
36,1505991.663359485
37,1505750.6153881294
38,1505305.8376179615
39,1505166.6213018491
40,1505166.6213018491
41,1505166.6213018491
42,1510648.1439618575
43,1510496.0646613492
44,1510496.0646613492
45,1510496.0646613492
46,1510496.0646613492
47,1510496.0646613492
48,1510496.0646613492
49,1510496.0646613492
50,1510496.0646613492
51,1510496.0646613492
52,1510496.0646613492
53,1510496.0646613492
54,1510496.0646613492
55,1510496.0646613492
56,1510496.0646613492
57,1510496.0646613492
58,1510496.0646613492
59,1510496.0646613492
60,1510496.0646613492
61,1510496.0646613492
62,1510496.0646613492
