,0
0,-4369.23298530234
1,1627.5898977459874
2,12911.523991207825
3,-1200.7190524863545
4,0.0
5,0.0
6,0.0
7,693.8988617712166
8,-1825.4352205158211
9,-351.3668843405321
10,1476.670712992316
11,-1419.4937870320864
12,-506.25093909469433
13,0.0
14,0.0
15,0.0
16,0.0
17,-543.3196648161393
18,-77.18758856318891
19,-3873.9329652595334
20,1763.5466076594312
21,-778.4604130571242
22,-110.4986249008216
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
