,0
0,3068.2618283536285
1,-4785.311884660739
2,10258.055955935502
3,2506.1663503656164
4,1978.1313067865558
5,2828.102905514883
6,4621.872486709151
7,1800.9437462922651
8,-1349.3736050555017
9,6567.7101179366
10,-557.5643421590794
11,-3156.665773614077
12,2992.43052150961
13,-7933.845057150349
14,-6705.215312289773
15,-611.1090575584676
16,-651.4792734333314
17,813.8709384917747
18,322.5460511017591
19,-3598.269208297599
20,1724.5854444121942
21,-2681.808873825008
22,5926.253231277224
23,-3039.2173048399854
24,711.2473885347135
25,3484.326646957081
26,5886.803628235124
27,-1985.1590969085228
28,-1866.69489822397
29,-4509.066395645263
30,2078.9461202239618
31,857.5943375399802
32,-2870.4162286377978
33,-1154.6389286040794
34,-66.02113227872178
35,-7054.758417282021
36,-7157.4132225036155
37,-3838.0645841215737
38,5007.701451721368
39,-2807.306320267031
40,-5096.747928771656
41,955.6596558378078
42,5170.498608703492
43,-758.4852859496605
44,-5218.603972473182
45,2050.4605594633613
46,-21117.074704894796
47,14935.657565612812
48,-12054.423451309325
49,-2761.6004084013402
50,8802.810421447735
51,3013.398815536406
52,1227.2969878388103
53,2682.482272567926
54,11654.517892227042
55,6955.4985542295035
56,-6360.832038039807
57,-9618.616338882595
58,4760.988459548913
59,1474.5231401061174
60,-12872.226540222066
61,10284.65329452511
