,0
0,1441912.3655862068
1,1441972.648602366
2,1443145.6532110614
3,1444087.9477601312
4,1444394.3108928064
5,1444235.872005405
6,1443655.984456446
7,1447041.4295435206
8,1449367.437591727
9,1452664.5032756033
10,1460187.4235505564
11,1451700.6016202462
12,1459679.8736229923
13,1459464.4372654443
14,1464551.8762900075
15,1456594.8775236171
16,1458561.349699703
17,1469509.7198687093
18,1464788.6573798575
19,1466371.4363050596
20,1470125.060506115
21,1473616.043808043
22,1472369.5306869186
23,1464163.1474576064
24,1462238.3273683996
25,1461435.738389952
26,1474939.3866993892
27,1480162.2194249236
28,1475961.339831571
29,1494683.1566472722
30,1496471.005240476
31,1500207.7875340998
32,1494573.725745953
33,1502120.6463262541
34,1504597.7262208308
35,1501801.1354660208
36,1498165.9610296122
37,1491953.8705501235
38,1496515.1452824941
39,1490394.5945364104
40,1487507.242407131
41,1479602.0128745998
42,1468695.8300318369
43,1466672.7199171241
44,1489260.455894842
45,1491935.8920762676
46,1501768.4359113902
47,1504779.7509390956
48,1509847.6146884016
49,1518948.4374897268
50,1515964.470179256
51,1503072.517557431
52,1514385.546624796
53,1486513.3206788802
54,1486401.9860605577
55,1494561.686207035
56,1489562.1063329463
57,1492600.1708471333
58,1503253.2849710295
59,1520097.850837739
60,1511217.3249906753
61,1509846.273140558
62,1509846.273140558
