,0
0,1046358.7790278777
1,1034488.4998038553
2,1038195.5790171658
3,1038343.7029045722
4,1038696.0061079804
5,1046278.7557895205
6,1034431.2171777874
7,1038416.3181233902
8,1037228.597508099
9,1037664.4709417835
10,1031415.6652346478
11,1033345.6849586349
12,1037337.0720399079
13,1033399.4395896168
14,1040497.1212291173
15,1042990.2472293463
16,1042057.5918104561
17,1041198.1452687826
18,1044491.1824975082
19,1038250.4146417425
20,1040561.8263095154
21,1038177.1275077291
22,1032430.4022567286
23,1029181.9221551303
24,1027049.309074284
25,1049420.461718969
26,1054534.4986580892
27,1082555.6292124214
28,1091113.1840068193
29,1093789.0032860814
30,1105007.843216725
31,1111664.5382644287
32,1105712.0608535658
33,1114286.1888831474
34,1113148.6169030056
35,1117044.6610119028
36,1116470.803812348
37,1119047.376332067
38,1121785.0731305385
39,1120897.7964644632
40,1119901.572231355
41,1125194.370169197
42,1133651.0047319878
43,1127813.614320997
44,1141090.4991548012
45,1145747.4187157825
46,1160795.2152288947
47,1171220.9905680094
48,1179240.4896825177
49,1175193.9115806192
50,1182096.9349665788
51,1181477.083419339
52,1188884.1520015544
53,1183588.262691911
54,1183871.8564716245
55,1191069.5075994022
56,1186497.7414222055
57,1185408.5283525495
58,1185574.7773914412
59,1186552.4858898732
60,1180941.8709242642
61,1176669.2300415928
62,1174250.1712111018
