,0
0,-8600.907324140193
1,6652.270729223033
2,2177.854827486677
3,-971.3792987286579
4,9765.622412131168
5,-2559.060208681971
6,5508.280398426577
7,-1165.9145438321866
8,-4124.656164383749
9,1244.6427931466606
10,-2457.39352943399
11,-2447.7709448020905
12,-3885.0405950723216
13,7681.70656175795
14,-693.4503503940068
15,2353.1385096563026
16,-1150.2424228664022
17,13.909393874462694
18,787.4470043068286
19,-683.7053908463567
20,641.454636791721
21,768.8122140073683
22,-720.6228859557305
23,-516.7260529440828
24,796.8059023621026
25,-4503.520964880008
26,-1245.1685911158565
27,1797.7421670150943
28,181.2837922326289
29,74.79553149081767
30,-7217.750541304005
31,-2230.279893865343
32,1166.7496224963106
33,7958.252347797388
34,-3113.853251372464
35,-958.2020933406893
36,730.2881874558516
37,-1953.7303414456546
38,1905.9988001990132
39,1086.3182933866046
40,3019.1162538852077
41,1258.0525238355622
42,-8602.500706669874
43,729.9479043618776
44,-1226.691515036393
45,1390.3958543888293
46,9460.440495995572
47,3303.8948114521336
48,226.30298570077866
49,1559.9054891895503
50,3829.0774510721676
51,4400.94094521692
52,1066.100323194638
53,575.1613676042762
54,-2895.9273409035522
55,-901.9866168578155
56,-3343.878685725387
57,-155.72573224757798
58,4013.5231274620164
59,1249.7331258417107
60,255.5472631205339
61,4640.48350413586
