,0
0,-5839.511680791387
1,372.5391484631691
2,-1283.9574136491865
3,958.5516287689097
4,-1881.8055898158345
5,-4082.895784212975
6,-8801.48565451731
7,9952.985004223883
8,-17909.054810437374
9,-11863.867779568769
10,8195.70660115173
11,-5644.528937030351
12,13126.027971631149
13,13548.81950144982
14,770.4315729208756
15,686.268527551787
16,-5694.894457650371
17,-266.60644166357815
18,-1139.1376853929833
19,-309.94582562567666
20,-275.7923964697402
21,877.4854396048468
22,-1659.003131979145
23,-680.8736994366627
24,0.0
25,0.0
26,-121.0242826831527
27,-166.53215948818251
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-166.92503290367313
34,982.5204556288663
35,-336.57812532875687
36,-12.114404767751694
37,-717.6382432875689
38,1967.7265221748967
39,3173.5621065117884
40,2435.069533010479
41,-1873.0918498828541
42,-4763.611433867365
43,-211.48316541244276
44,-480.3184278276749
45,5741.9241657538805
46,-2076.3920326789375
47,5823.19148633047
48,806.697217779234
49,-156.47025193902664
50,346.2658241610043
51,6998.418635593727
52,-3420.608500264352
53,-6815.533475995995
54,-1367.9723394517787
55,-1259.4263807681855
56,1606.4681924609467
57,-5264.3176739250775
58,7548.480003246805
59,-9956.554765015142
60,6454.654679031577
61,4572.0833751177415
