,0
0,1145266.4911161822
1,1133185.7868604653
2,1139838.0575896883
3,1142015.912417175
4,1141044.5331184464
5,1150810.1555305775
6,1148251.0953218956
7,1153759.3757203221
8,1152593.46117649
9,1148468.8050121062
10,1149713.4478052529
11,1147256.0542758189
12,1144808.2833310168
13,1140923.2427359445
14,1148604.9492977024
15,1147911.4989473084
16,1150264.6374569647
17,1149114.3950340983
18,1149128.3044279728
19,1149915.7514322796
20,1149232.0460414332
21,1149873.500678225
22,1150642.3128922323
23,1149921.6900062766
24,1149404.9639533325
25,1150201.7698556946
26,1145698.2488908146
27,1144453.0802996987
28,1146250.8224667138
29,1146432.1062589465
30,1146506.9017904373
31,1139289.1512491333
32,1137058.871355268
33,1138225.6209777643
34,1146183.8733255616
35,1143070.0200741892
36,1142111.8179808485
37,1142842.1061683043
38,1140888.3758268587
39,1142794.3746270577
40,1143880.6929204443
41,1146899.8091743295
42,1148157.861698165
43,1139555.3609914952
44,1140285.308895857
45,1139058.6173808207
46,1140449.0132352095
47,1149909.453731205
48,1153213.3485426572
49,1153439.651528358
50,1154999.5570175475
51,1158828.6344686197
52,1163229.5754138366
53,1164295.6757370313
54,1164870.8371046355
55,1161974.909763732
56,1161072.9231468742
57,1157729.0444611488
58,1157573.3187289012
59,1161586.8418563632
60,1162836.574982205
61,1163092.1222453255
62,1167732.6057494613
