,0
0,3093.458111132728
1,-2350.8149937260896
2,7555.041101309704
3,-6019.412436145125
4,-3816.7671398594975
5,9603.735824651783
6,-2589.7377908164635
7,-458.21852909517474
8,-18449.569905295968
9,-5313.556108541321
10,-9665.74854091974
11,6805.009258359671
12,-2048.679410258075
13,-3921.2731680776924
14,8763.789790310198
15,2919.355745767476
16,-4767.167195635149
17,-9856.933306315448
18,-12052.112753080903
19,-338.6292642161716
20,3016.798513860209
21,30620.346007495187
22,-2774.4662917901296
23,-1116.1144405172672
24,-4609.118448391324
25,11548.746213474544
26,3868.31916427589
27,10484.358432750683
28,9133.50521514914
29,2429.592297363328
30,-164.36144790658727
31,5601.395475358935
32,6536.201383361826
33,321.19964112271555
34,2665.249436693499
35,-7653.989902673056
36,2645.1255567122716
37,-4691.262849879218
38,16327.845166115789
39,-4420.317430281779
40,5246.203157062875
41,-3619.8194931033067
42,-5373.486730995355
43,-3734.4113310095854
44,2072.248427281389
45,-4296.805604028748
46,-2406.637699017534
47,-1544.04362109676
48,3498.4557397414465
49,1981.8682636548765
50,-10712.440645923605
51,-4698.805368552217
52,-26406.646024790127
53,-8107.156888308236
54,982.0896242903545
55,-10112.215066118399
56,-9003.287060508505
57,12313.352397699142
58,-3280.393864621874
59,8272.863150186604
60,-5808.579091372434
61,-1045.9070896054618
