,0
0,1059853.9744943352
1,1053055.1815919196
2,1051051.2708957798
3,1065121.724196621
4,1069888.7896942105
5,1077288.84383655
6,1080094.2791885592
7,1089559.1184393917
8,1087392.3030275074
9,1086933.6370880739
10,1090045.7223471724
11,1093487.978518062
12,1091463.6648973841
13,1097309.7883801719
14,1092818.1538849773
15,1079169.3573612527
16,1069139.9334261098
17,1070137.0983435574
18,1062991.804927511
19,1059565.572236474
20,1058666.2176990786
21,1061826.3226332464
22,1064203.6018989321
23,1071009.8013681397
24,1069439.0791292205
25,1069779.8300109236
26,1068811.5628336403
27,1074199.6094466075
28,1075235.0445218345
29,1073568.2659699477
30,1065651.935798504
31,1066154.7422393784
32,1067372.7439813034
33,1061119.7896697428
34,1061350.9272801788
35,1060648.884195467
36,1058429.320103067
37,1057338.0318698057
38,1051514.9057586328
39,1059853.8014581855
40,1058162.2223182514
41,1057859.1975169892
42,1057833.1710000823
43,1062768.6810444251
44,1067840.8237418565
45,1067529.3095277254
46,1064641.7920784673
47,1043799.4266690549
48,1054896.8556420014
49,1039748.1846253237
50,1036054.1450377044
51,1045088.2589117232
52,1041917.4760012362
53,1040082.0188778564
54,1039783.7691550956
55,1048317.9860265598
56,1055162.5083267991
57,1049540.7394924713
58,1039813.5530762527
59,1046246.3911198267
60,1048116.8161095354
61,1038613.5852845004
62,1046358.7790278777
