,0
0,436.599289994454
1,1694.699352640193
2,1092.8657554578967
3,1038.6444670094643
4,-434.1607910040766
5,-852.4278053380549
6,1753.2389413923956
7,3089.9421370583586
8,781.6054277822841
9,6576.577480104519
10,-4341.420553731732
11,4567.098622113699
12,-411.7193786506541
13,3629.037789481459
14,-8696.312706364319
15,-70.67765845451504
16,14063.764180446975
17,3634.1259626911487
18,3049.2254469094332
19,6508.5293064992875
20,9717.11361526209
21,-1813.0612416134682
22,-11608.665162269725
23,-3467.941770588979
24,-3778.9477880983613
25,16679.36247622315
26,5401.812825718196
27,-4022.179416976869
28,19070.335053741932
29,2102.224021513015
30,3724.817067561671
31,-4212.998254589504
32,10004.173732279567
33,1074.498133279616
34,-1072.6545828229282
35,307.72092961659655
36,1216.8213546627667
37,2132.78903276287
38,-11333.363906153245
39,-2844.256293617189
40,-7297.994115296053
41,-9846.631057610037
42,-3172.4715168038383
43,4479.0568445411045
44,-8242.597248679725
45,5141.209995669546
46,-293.87614896101877
47,7839.810953531414
48,390.8171776169911
49,-1424.535633330699
50,-4038.0131124004256
51,9444.118475338444
52,-18777.848635405535
53,2971.1619601754937
54,7564.040644862689
55,519.6221894351766
56,3810.8326330375858
57,11244.370285393437
58,19645.462409895612
59,-11165.519848622382
60,-1389.1511504321825
61,0.0
