,0
0,1370294.960122426
1,1370099.4016855897
2,1369966.453012691
3,1369966.453012691
4,1369966.453012691
5,1369966.453012691
6,1369966.453012691
7,1369966.453012691
8,1369966.453012691
9,1369966.453012691
10,1369966.453012691
11,1369966.453012691
12,1369966.453012691
13,1369966.453012691
14,1369966.453012691
15,1369966.453012691
16,1369966.453012691
17,1369966.453012691
18,1369966.453012691
19,1369966.453012691
20,1369966.453012691
21,1369966.453012691
22,1369966.453012691
23,1369966.453012691
24,1369966.453012691
25,1369966.453012691
26,1369966.453012691
27,1369966.453012691
28,1369966.453012691
29,1369966.453012691
30,1369966.453012691
31,1369966.453012691
32,1369966.453012691
33,1369966.453012691
34,1369966.453012691
35,1369966.453012691
36,1369966.453012691
37,1369529.482005779
38,1369675.8953796444
39,1369505.0684723717
40,1369505.0684723717
41,1369505.0684723717
42,1372678.173472082
43,1372585.7194942893
44,1372585.7194942893
45,1372585.7194942893
46,1372585.7194942893
47,1372585.7194942893
48,1372585.7194942893
49,1372585.7194942893
50,1372585.7194942893
51,1372585.7194942893
52,1372585.7194942893
53,1372585.7194942893
54,1372585.7194942893
55,1372585.7194942893
56,1372585.7194942893
57,1372585.7194942893
58,1372585.7194942893
59,1372585.7194942893
60,1372585.7194942893
61,1372585.7194942893
62,1372585.7194942893
