,0
0,28.41861850267742
1,-4850.648929519462
2,-10923.367356874514
3,-6980.073796665994
4,1016.6575545473024
5,3777.9881821773015
6,-22794.322284803377
7,14657.496496455162
8,-25181.796592169092
9,640.35910281213
10,-16543.92923095997
11,4278.820859699161
12,14770.662377923494
13,-12450.049260637606
14,16857.99313348101
15,-14045.839729374391
16,8693.420779768378
17,22254.967908952734
18,1107.6724711590214
19,-17581.16645952908
20,10329.661945224507
21,9087.198018849595
22,-11689.865853084251
23,-12525.327295069
24,-4756.478610964259
25,-4508.663399088429
26,-19613.977688352228
27,20478.852316722507
28,13034.36398777645
29,17296.171667197137
30,-706.8698892744724
31,-2659.2606207820354
32,15378.630377844092
33,-15051.552955401829
34,2818.6210422172444
35,13592.262884467375
36,-38.08464017789811
37,-8447.91370319319
38,25656.367359474767
39,1603.2691310247174
40,2965.05467483541
41,4671.6429805755615
42,3899.536510619917
43,-10825.16562202468
44,3244.0293307498796
45,3634.8333016966935
46,16079.92874855036
47,-563.609764709603
48,-1297.071780090453
49,1881.6971642305143
50,12145.712808303884
51,14800.066292266827
52,755.7897135927342
53,-4551.631937484723
54,-8421.04582199105
55,-489.56271835335065
56,1291.5912812042516
57,5320.018827972352
58,3446.2078633122146
59,-566.3331802370958
60,7727.857856597751
61,-8086.110528564313
