,0
0,1174250.1712111018
1,1183944.2901956472
2,1181593.475201921
3,1189148.5163032308
4,1183129.1038670857
5,1179312.3367272262
6,1188916.072551878
7,1186326.3347610615
8,1185868.1162319663
9,1167418.5463266703
10,1162104.990218129
11,1152439.2416772093
12,1159244.250935569
13,1157195.5715253109
14,1153274.2983572332
15,1162038.0881475434
16,1164957.4438933108
17,1160190.2766976757
18,1150333.3433913602
19,1138281.2306382793
20,1137942.6013740632
21,1140959.3998879234
22,1171579.7458954186
23,1168805.2796036284
24,1167689.1651631112
25,1163080.0467147199
26,1174628.7929281944
27,1178497.1120924703
28,1188981.470525221
29,1198114.97574037
30,1200544.5680377334
31,1200380.2065898268
32,1205981.6020651858
33,1212517.8034485476
34,1212839.0030896703
35,1215504.2525263638
36,1207850.2626236908
37,1210495.388180403
38,1205804.1253305238
39,1222131.9704966396
40,1217711.6530663578
41,1222957.8562234207
42,1219338.0367303174
43,1213964.549999322
44,1210230.1386683125
45,1212302.3870955938
46,1208005.581491565
47,1205598.9437925476
48,1204054.9001714508
49,1207553.3559111923
50,1209535.2241748471
51,1198822.7835289235
52,1194123.9781603713
53,1167717.3321355812
54,1159610.175247273
55,1160592.2648715633
56,1150480.049805445
57,1141476.7627449364
58,1153790.1151426355
59,1150509.7212780137
60,1158782.5844282003
61,1152974.0053368278
62,1151928.0982472224
