,0
0,6168.787613873836
1,-16264.347287302604
2,2268.0242825207533
3,-239.4762448722031
4,11336.958231448429
5,17213.153649210813
6,2368.1020677471533
7,-6290.3210497370455
8,6239.780378013151
9,9572.018583933357
10,10076.762282500742
11,-9721.800185592147
12,5949.7163178958
13,-4221.897958697518
14,4385.9211393329315
15,7622.985308519099
16,-12683.715701694833
17,-3034.421219503274
18,7259.144831346115
19,-12720.935892367736
20,-10271.677247374319
21,1076.1584828582127
22,2178.854793154169
23,-4456.361090270337
24,15153.16532634967
25,-11282.490366079146
26,-1285.6022965712473
27,-12698.268036405672
28,8975.263062399463
29,-9780.95205267868
30,6840.7074412344955
31,-10662.539400604554
32,3939.696228837245
33,1298.236741349334
34,14330.565813124762
35,9804.483355795266
36,-5229.026145973941
37,2781.137653371319
38,-5628.871518113883
39,1799.296140522929
40,1513.1947804228403
41,-3455.6440299842507
42,5616.624418277759
43,1031.6024178087246
44,1384.4133692060132
45,-2493.9383102431893
46,-8546.100962285185
47,-7352.961652573431
48,-6035.258819853305
49,-3478.717658128706
50,5856.800415938254
51,-2159.0249616418732
52,7603.85279838799
53,1759.4744100875687
54,-4483.905712439911
55,17800.98224540637
56,-38011.145083382726
57,-16258.701928932918
58,14624.054234424955
59,16845.176863734378
60,14966.01001890318
61,-641.8310102839023
