,0
0,1390991.1470947408
1,1387791.1525685096
2,1389506.5183146875
3,1396977.9011509
4,1396417.056634704
5,1396417.056634704
6,1396417.056634704
7,1396417.056634704
8,1395984.7772259535
9,1394086.9482237718
10,1395192.1429982227
11,1398451.8685930748
12,1399477.238087672
13,1398832.39155558
14,1398832.39155558
15,1398832.39155558
16,1398832.39155558
17,1398832.39155558
18,1398479.6457605723
19,1398339.8598477473
20,1393992.779959971
21,1397534.0137052718
22,1398902.2379073417
23,1398456.3738675818
24,1398456.3738675818
25,1398456.3738675818
26,1398456.3738675818
27,1398456.3738675818
28,1398456.3738675818
29,1398456.3738675818
30,1398456.3738675818
31,1398456.3738675818
32,1398456.3738675818
33,1398456.3738675818
34,1398456.3738675818
35,1398456.3738675818
36,1398456.3738675818
37,1398456.3738675818
38,1398456.3738675818
39,1398456.3738675818
40,1398456.3738675818
41,1398456.3738675818
42,1398456.3738675818
43,1398456.3738675818
44,1398456.3738675818
45,1398456.3738675818
46,1398456.3738675818
47,1398456.3738675818
48,1398456.3738675818
49,1398456.3738675818
50,1398456.3738675818
51,1398456.3738675818
52,1398456.3738675818
53,1398456.3738675818
54,1398456.3738675818
55,1398456.3738675818
56,1398456.3738675818
57,1398456.3738675818
58,1398456.3738675818
59,1398456.3738675818
60,1398456.3738675818
61,1398456.3738675818
62,1398456.3738675818
